customer_id,name,email,phone,address,date_of_birth,account_open_date,customer_status
57230687-ddab-44f1-8538-5e80d878df14,Brendan Powell,brendan.powell@gmail.com,+1-519-848-2492x8995,"67010 Greene Crescent
Steveton, MO 39698",1987-12-16,2021-12-30,Active
16133857-d366-4228-9bdf-c7c91c51642d,Erica Mcintyre,erica.mcintyre@gmail.com,894.554.7440x1775,"46286 Benjamin Club
Grahamstad, VT 85009",1941-06-01,2022-01-10,Active
a8d5a982-6a13-424e-a6cd-6da3e02f9984,Cindy Andrews,cindy.andrews@gmail.com,8303162479,"12266 Walker Center
East Laurenhaven, DE 38736",1996-04-11,2015-11-02,Active
ec5276d8-f7b4-4d11-8360-0684b6f236c8,Bill Gilmore,bill.gilmore@gmail.com,902-736-6280x67914,"9547 Carlson Fall Suite 350
Port Tiffanyhaven, NV 22738",1975-12-06,2019-09-13,Closed
6d47d57d-17d0-4549-9a50-86336939d673,Brian Arellano,brian.arellano@gmail.com,001-714-345-3770x25124,"0189 Sara Row
Jodiville, ID 57684",2006-06-23,2018-09-06,Closed
2001b617-544d-4f72-8cee-a3b3be47457e,Lindsey Spears,lindsey.spears@gmail.com,(430)737-9513x0431,"44360 Bell Brooks Suite 614
Nicoleville, FM 97684",2006-07-10,2021-10-18,Inactive
690b78c1-9b7b-498a-94a1-925a607b6a4d,Nancy Lee,nancy.lee@gmail.com,879-235-7582,"35905 Sandoval Mountains
Wolfside, FL 21656",1934-10-18,2017-12-06,Active
7d0889d7-99ce-4d3a-b4e8-53de77345a8d,Francisco Davis,francisco.davis@gmail.com,(888)756-7313x879,"08246 Kyle Fork
Reesechester, FL 22244",1950-03-13,2023-04-11,Inactive
04273bc7-ebba-4aa8-ab03-a317e62f213e,Joseph Brewer,joseph.brewer@gmail.com,+1-665-649-2602,"39545 Mary Courts Apt. 562
Port Coreyview, AS 26997",1943-05-12,2019-04-24,Active
421907d5-7f6c-4a5c-a013-ce9db56bafa0,Micheal Jenkins,micheal.jenkins@gmail.com,001-763-670-8814x20073,"0785 Fitzpatrick Inlet
Christineton, MN 27666",1954-05-04,2019-04-22,Inactive
f915b919-42a7-4fb1-a43f-1baf0b356277,Jeremy Taylor,jeremy.taylor@gmail.com,456.904.2114,"55980 Willis Causeway Apt. 237
Lake Markstad, NV 80499",1944-11-03,2016-06-30,Inactive
e33d7d50-975f-47b1-865c-38d8a2ba92a3,Nathan Johnson,nathan.johnson@gmail.com,(501)340-8571x395,"14182 Lisa Street
Henryshire, OH 47793",1988-05-23,2021-08-24,Closed
7838382e-b0c0-4c58-a015-244c739da78b,Lori Peters,lori.peters@gmail.com,001-538-832-2301x708,"3664 Gibson Haven Suite 861
Lake Jasonbury, NV 86908",1972-02-29,2023-09-16,Active
f54d8e91-cd11-4b5b-8cc2-3e012060544b,Geoffrey Thompson,geoffrey.thompson@gmail.com,769.443.8426,"36090 Adam Keys
Jenningschester, CA 95298",1945-06-04,2016-07-18,Closed
899f0b56-ad66-4dda-9668-ffa49f049e0f,Timothy Williams,timothy.williams@gmail.com,9418317383,"4270 Christopher Parkway Suite 150
South Annette, DC 27253",1943-09-21,2022-04-07,Inactive
c38e8242-d623-45d2-9f08-7df4d736eebf,Jordan Berry,jordan.berry@gmail.com,(401)620-5255x63674,"4102 Mary Trail
East Gregory, VA 09410",1937-03-10,2021-06-25,Inactive
672b67a7-c2eb-4faa-92bb-af7f2d14f13c,Jeffrey Gregory,jeffrey.gregory@gmail.com,001-863-359-1204,"64360 Peck Tunnel
Pricechester, WI 09275",1948-12-26,2021-05-09,Active
233464e2-1e89-47ba-98a4-80814e23a185,Crystal Barrett,crystal.barrett@gmail.com,(410)573-0983,"6453 Deleon Plaza Apt. 076
Lake Brandonton, CA 27452",1934-01-15,2021-03-12,Inactive
b695d947-8062-4a2a-9c55-603ecb116f37,Brett Bowen,brett.bowen@gmail.com,331.210.4693x34295,"891 Harrell Rapid
Duranstad, IA 41109",1955-04-11,2016-01-13,Closed
5813c2e3-a0ce-40ec-a443-93209c84aa23,Derek Castillo,derek.castillo@gmail.com,885-245-0415x176,"4022 Justin Summit Apt. 430
South Alison, MT 70782",1976-03-07,2021-10-16,Inactive
548a9043-adaa-4b7e-a76f-292f8a14d6dd,Mallory Harmon,mallory.harmon@gmail.com,001-359-988-4353x990,"25710 James Gateway Apt. 650
Port Sharonport, NY 41019",1973-07-12,2017-11-01,Inactive
07a28481-020a-437a-a38c-b59ea558e567,Julia Monroe,julia.monroe@gmail.com,(687)909-6295x236,"698 Garrett Point
South Michelleshire, CA 20436",1975-06-18,2020-11-27,Closed
07cab869-4170-4bcd-a254-7e160c08c343,Michael Williams,michael.williams@gmail.com,978-744-1617x546,"76873 Underwood Islands
Hillton, ID 53200",1979-11-22,2018-02-18,Inactive
257c5398-18ba-46f6-9fce-691891625981,Katie Howard,katie.howard@gmail.com,878-434-7336,"7278 Caldwell Bypass Apt. 069
Shawnaborough, NY 60569",1989-10-29,2015-04-12,Active
95a69fec-f6a2-4368-8642-8db030fcd9ec,Kerry Watkins,kerry.watkins@gmail.com,001-209-325-9735x220,"379 John Plain Apt. 013
Brianchester, ID 13882",1977-11-24,2023-09-07,Closed
f74f5af0-f9ca-420b-9226-3180f3b8a134,Joshua Riley,joshua.riley@gmail.com,(768)581-8920x2497,"190 Wise Locks
Garybury, UT 09191",1951-04-19,2020-07-10,Inactive
9a4a238a-8cf2-4adc-af88-fb21730d56d7,Joy Brown,joy.brown@gmail.com,001-517-511-6741x3570,"14662 Rice Port
Danielshire, MA 13922",2001-05-22,2019-01-08,Closed
04793f04-b261-493b-a66d-210cc9af864f,Cindy Lindsey,cindy.lindsey@gmail.com,943.536.2860x5859,"9764 Dawn Junctions Apt. 561
Lake Lesliehaven, OH 25512",1999-05-10,2024-07-11,Closed
b10a02a0-b714-4835-860d-4d68e96b246a,Alice Brown,alice.brown@gmail.com,7862102559,"USNS Cole
FPO AE 99067",1963-06-21,2023-09-29,Inactive
91bc3027-eca7-4ebf-8b11-155ffa529762,Michael Myers,michael.myers@gmail.com,443.808.0296,"Unit 9572 Box 5331
DPO AA 78697",1959-10-05,2022-09-08,Inactive
6758e206-4960-46df-a361-0c15b83ce18b,Amanda Clay,amanda.clay@gmail.com,+1-744-703-5489x9747,"141 Davies Loaf Apt. 762
Tylerberg, ME 35261",1971-07-27,2024-10-27,Closed
9a925ca8-e410-4926-9bc5-820e638cd983,Victoria James,victoria.james@gmail.com,998.994.1431x6300,"288 Montgomery Harbor
Port James, UT 26627",1969-12-23,2022-02-15,Closed
279df499-38bb-4338-b897-01861e40f41c,Amanda Estes,amanda.estes@gmail.com,001-963-919-5598,"15031 Valdez Port
Michaelton, DE 90311",1971-11-22,2023-02-11,Inactive
bcb6fb17-6ea4-4008-b581-b4ed5d841a65,Cheryl Jimenez,cheryl.jimenez@gmail.com,+1-944-528-9084,"642 Erin Locks
Newmanshire, FM 82044",1956-09-08,2016-12-25,Active
6f514d5a-0a32-4c8d-a196-0e6576cb25d8,Daniel Ross DVM,daniel.ross dvm@gmail.com,(309)976-9805,"971 Anthony Parkway
Kimberlyshire, CO 87304",1964-06-04,2017-12-27,Inactive
ced1b500-5828-4fd5-b10a-740edac8d541,Lauren Jackson,lauren.jackson@gmail.com,+1-583-584-7288x8683,"184 Taylor Cove
Port Joshua, NH 60667",1995-03-29,2021-07-07,Inactive
f8e7b2e0-f23a-4e20-b801-3efbb1994a08,Brittany Jones,brittany.jones@gmail.com,683-421-9461x0296,"324 Huffman Field Suite 571
West Ianshire, NJ 17847",1958-02-01,2019-05-13,Active
3a49d4a0-63ff-4903-847f-a7162e93a234,Christian Jones,christian.jones@gmail.com,9884267892,"40508 Jesse Pines
East Carl, ME 22733",1975-09-06,2024-08-07,Inactive
ad7eb79f-4e53-46fd-a08d-269c45c19034,Stephen Miller,stephen.miller@gmail.com,001-374-339-6157x8875,"USNV Ramirez
FPO AE 99666",2000-01-06,2021-08-27,Active
2de3bd74-6deb-4d7b-b20f-040079afe7ea,Christopher Flores,christopher.flores@gmail.com,001-432-498-2022,"7075 Morgan Villages
Atkinsburgh, MD 01609",1995-08-10,2017-04-13,Closed
589f28da-5b46-4e02-924c-1af1ce873e5c,Angela Jones,angela.jones@gmail.com,(272)561-1871x814,"82874 Wiley Mission Apt. 540
Johnsonport, MP 12783",1960-06-11,2021-07-28,Closed
a3f6f7e9-2c6a-457e-bd4f-dac688695d83,Sara Rodriguez,sara.rodriguez@gmail.com,(834)957-1606,"35956 Erin Street Suite 655
Bartlettport, TN 67088",1947-12-18,2022-06-04,Inactive
d37be174-74c1-4b9e-97f4-958404e811f6,Ronald Edwards,ronald.edwards@gmail.com,986.919.9566,"1082 Black Plain
North Rebeccaton, PA 36141",1943-07-31,2015-01-01,Active
84989c02-10c9-4f9a-96bc-331499c40d6e,Danielle Parker,danielle.parker@gmail.com,+1-471-715-2528,"10632 Anne Light
Boltonburgh, NE 89657",1949-09-06,2018-08-30,Inactive
daaaf21a-0e4e-4f8e-b874-c20e890990b4,Alexis Rogers,alexis.rogers@gmail.com,(409)701-2388,"PSC 3612, Box 3403
APO AA 95621",1977-05-13,2024-09-11,Active
ac43900e-1600-43cc-a333-e0848ee8f2d3,Robert Stevenson,robert.stevenson@gmail.com,430.521.5625,"Unit 1435 Box 4181
DPO AP 63821",1991-05-09,2023-02-07,Inactive
92a93d3a-78c8-4d75-bd3a-5f9200ddbe35,Dr. Terry Willis PhD,dr..terry willis phd@gmail.com,686-545-2873x65090,"7088 Boyd Divide Suite 267
North Nathantown, ME 74656",1953-02-16,2016-10-08,Inactive
f35d7486-1f25-40ce-bbce-ffbdd998ef1b,Tyler Jones,tyler.jones@gmail.com,+1-789-490-3139x93194,"01262 Roy Alley
Gardnermouth, ME 80642",1952-01-10,2022-08-14,Active
bad7c987-36a4-465d-ab59-a1ea681c74d1,Christopher Lamb,christopher.lamb@gmail.com,+1-728-743-8220,"507 Hannah Burgs
Lake Nicolechester, AR 32616",1940-12-13,2024-08-09,Active
ec7357dd-0ee9-46e6-ac81-c969663786e6,Jennifer Robinson,jennifer.robinson@gmail.com,211.778.3962x756,"3389 Lisa Trail
South Kristenfurt, AL 87780",2005-03-12,2017-01-23,Active
c3da8de9-21bb-4eee-9353-e2767db200ff,Amanda Lozano,amanda.lozano@gmail.com,(258)541-4562,"44564 Harper Terrace
Chelseachester, MI 34203",1963-02-08,2016-02-07,Inactive
c70bd548-33f9-49ab-9884-3d17602337be,Karen Taylor,karen.taylor@gmail.com,795-856-4624x543,"7813 Atkinson Turnpike
Shawnburgh, VT 12435",1962-10-09,2014-12-17,Closed
9e589b2f-9f8c-494b-860d-605669e2355f,Garrett Sanders,garrett.sanders@gmail.com,(618)304-1046,"2845 Osborn Canyon
West Shawn, AK 32088",1973-12-26,2023-11-27,Inactive
75d3afb4-33e0-4edb-b91b-17d5240145bc,Dawn Rose,dawn.rose@gmail.com,4558595296,"8375 Jeffrey Burg Suite 987
Scottshire, VI 91221",1977-03-22,2019-04-10,Inactive
0c4c0ccd-c52a-49ac-8da8-a0afa483dbd0,Casey Moses,casey.moses@gmail.com,+1-824-406-2436x441,"55738 Hernandez Club
Brooksburgh, AL 99121",1994-04-04,2018-08-17,Inactive
39a7f2e8-c10a-4c46-93ea-b70d807ed442,Sean Hernandez,sean.hernandez@gmail.com,+1-764-330-9439x87081,"02091 Jeffery Rest Apt. 456
New Caitlin, DC 47886",1955-11-18,2023-03-17,Inactive
e3e52818-799f-4e8f-a8b4-08e3ad384bb0,Anthony Robinson,anthony.robinson@gmail.com,001-236-537-6946x658,"94717 Christy Port Suite 601
Patriciamouth, IA 31409",1992-05-25,2017-06-02,Closed
bdf000df-7401-4437-816f-d169653deae8,Melissa Alexander,melissa.alexander@gmail.com,938-709-8473x74375,"Unit 4267 Box 7758
DPO AA 92585",1935-09-03,2018-05-04,Closed
165f02ae-8698-4589-987e-e0ba01b9e4da,Robert Bishop,robert.bishop@gmail.com,001-914-267-7673x8555,"2333 Carter Dale Apt. 703
Danielville, TN 79628",1961-02-27,2022-10-01,Active
ad8ffcc4-a9b2-417d-9fac-79b605c8ffaf,Terri Knight MD,terri.knight md@gmail.com,001-269-267-6879x23118,"5488 Cassandra Port Suite 787
New Angelafurt, HI 77078",1995-09-28,2018-09-09,Active
5b2a5613-df3e-4993-ade7-c0fe8d9160ac,Lauren Conley,lauren.conley@gmail.com,001-732-671-3429x154,"426 Sean Path Suite 288
Farmerburgh, MP 03707",1962-03-09,2017-10-29,Inactive
82a4afa6-0352-4dba-95b6-7b36e6012529,Amanda Harrington,amanda.harrington@gmail.com,+1-202-323-4017x2023,"Unit 1247 Box 1312
DPO AP 05161",1992-06-25,2020-12-09,Inactive
72291aef-917e-4703-a9b0-e316281d1eeb,Chelsea Jarvis,chelsea.jarvis@gmail.com,962-409-5520,"Unit 2469 Box 1910
DPO AP 69318",1956-10-10,2020-09-01,Closed
79ea68c1-bf6a-4ed0-9b43-186e128a1dfc,Kerry Schwartz,kerry.schwartz@gmail.com,845-924-4967,"666 Mary Spurs Suite 444
East Dana, DE 11291",1946-09-05,2016-08-20,Closed
d201b1a9-342c-4187-8385-47f85112c02f,Jackson Hodge III,jackson.hodge iii@gmail.com,001-797-549-6620x90132,"9488 Karina Squares Suite 918
New Cheryl, GA 28825",1961-10-05,2019-05-12,Active
