transaction_id,account_number,transaction_date,transaction_amount,transaction_type,transaction_description,merchant
9e0daa2d-ef4b-415c-945c-766d68375824,GB41CNVW70536398499410,2022-11-18 04:28:37,2296.98,Debit,Effort nice though if analysis.,Jones-Osborn
de888778-cf1e-4ee3-88b3-8ff54d01045d,GB98EVMV71465368755160,2023-05-10 03:42:50,5570.34,Debit,Choice hold Mrs unit.,Conway PLC
053f8bfa-fbba-4971-bd98-2929682eee28,GB91POQI11696811262947,2024-07-28 03:05:32,660.92,Debit,Until tell federal most.,Edwards Ltd
65205af2-c47d-43e5-9176-9a1c429dd1d0,GB97LNFD99189714592934,2023-02-12 03:32:37,6466.18,Debit,Create former two public leader.,"Ross, Brady and Salazar"
aa2c5321-0d26-4dce-9ecd-b907e894cccb,GB78IYZY65910665642489,2024-11-09 12:07:27,-3949.91,Credit,Executive look skin question at.,"Murray, Owens and Mccullough"
06e67b14-17f4-418b-9f60-1cedf0959692,GB46JYGW97260738429617,2023-03-22 00:19:16,3325.39,Debit,Pass number chance fish long.,"Davis, Jacobson and Carr"
2789f7e6-6377-4e53-a3cb-4f5c014fd7d0,GB88XZFJ28183093891588,2024-06-12 01:09:17,1751.78,Credit,Despite consumer new school glass.,Anderson-Moreno
c7919f36-47c7-4511-97ed-e0cbf4c2fcf7,GB63CDMI71921813626239,2024-09-22 03:38:59,4647.13,Credit,Explain affect agent where a table.,Edwards-Perkins
8647af90-cad7-4254-868c-5857866e4921,GB70HQQA38552172460912,2023-02-02 15:50:08,949.12,Credit,Nothing magazine near.,"Vargas, Harris and Williams"
939af3e7-4f3a-44a9-bbcb-91dbfb313f99,GB53FLFU75281094638323,2024-08-10 20:32:29,5624.95,Credit,Special thank also move short.,Alexander Ltd
31e68ebf-5883-41ee-bcfb-70b5a493853c,GB66GDIZ16906306232170,2023-10-29 06:56:04,4191.13,Debit,Area of figure way me herself.,Thompson-Kim
d38549b5-46a6-455e-8c1f-717c94be127b,GB90URFT02036041110366,2022-11-25 08:11:22,5228.57,Credit,As manage popular instead way provide.,Sandoval LLC
06913611-f156-4660-bc00-bd8016fbbfd7,GB12OKAF45343161529608,2023-05-23 05:38:38,6938.74,Credit,Able church main short region significant.,Benjamin-Campbell
c05c7c47-7a9f-46d3-979b-2ed95526f147,GB37ZGFZ88740059483213,2023-09-29 08:07:06,5600.02,Debit,Everybody daughter begin.,"Boyd, Horton and Fields"
2d25ae76-792f-44e3-9ccd-53498fcfcb4f,GB36DJTS83779979374446,2022-12-21 05:35:42,9729.54,Credit,Participant air bed last agency.,Jenkins Ltd
050ee94d-0011-4661-9b0b-fe8b46e19b45,GB61IRBS15201584308133,2023-09-05 15:05:50,6390.36,Debit,Late also happy change now.,"Bates, Kelley and Vasquez"
0f238f5d-d71d-4682-a964-c03b27b95299,GB78IYZY65910665642489,2024-10-23 02:57:04,5428.87,Debit,Itself mind blue task design himself.,Wood-Jones
960c6d74-a707-49a2-8e25-7e68ea84d952,GB77UIIY29130235473646,2024-10-18 16:24:23,922.69,Debit,Arm mouth less.,Brown-Cooke
32ffd04f-fc7b-4548-8b64-208f670156a7,GB07PFXX46535528521970,2023-06-30 01:38:02,-2933.76,Credit,And professor daughter very.,"Gutierrez, Lane and Chavez"
62a9e722-bb48-41c0-860b-14b0d964af8f,GB97RDVZ72646406349840,2023-04-03 12:09:57,-109.68,Debit,After involve stand significant rich.,Green PLC
356561cd-30fb-40d6-b436-c3dc7c5c9aac,GB60MKGS15094211197624,2023-04-29 00:07:34,7925.6,Credit,Shoulder he night bad write.,"Evans, Yang and Vasquez"
a13e9ac0-b45b-4bd9-a7cd-9e0875fb6f3e,GB50OCZG36351556037687,2024-02-01 21:43:59,911.13,Debit,Meeting really woman boy military senior.,Cook LLC
ca752c8b-5f8d-486d-b686-c4fef03fcf3a,GB90URFT02036041110366,2024-05-31 09:06:36,207.6,Credit,Gas would again leg area experience.,Martin PLC
f0b23117-e157-403a-a583-893e2251fe98,GB49IAWM78509137843541,2024-07-04 07:44:30,1201.26,Debit,Lay media ball find.,"Vargas, Green and Johnson"
1f83951a-8c28-49bf-8674-4824f53c6380,GB52CCGG18380273703950,2023-03-21 23:43:35,475.61,Credit,Prove break spend occur happen painting.,Reese and Sons
0b22e0e7-651a-4f1d-982b-4a62e51d8006,GB71JFQU35061084552346,2023-12-25 07:19:47,4309.8,Debit,Weight system will total sort item.,Ford Group
b324d322-89b3-4e40-b1c4-9b082a78bae2,GB53FLFU75281094638323,2023-05-13 12:38:10,3268.2,Debit,Phone its thousand list.,"Lewis, Alvarez and Reed"
ed36ea07-d608-4a8a-99f9-8d6a2645da8b,GB52CCGG18380273703950,2023-10-07 19:59:58,4392.33,Debit,Continue individual another professor.,Cohen-Daniel
3b0d1db9-cc85-4d81-a660-84cb377174ba,GB02CRIS95439419688592,2024-11-04 02:22:53,-4688.72,Debit,Effect choose state your.,"Jones, Davis and Hall"
2cf71830-8079-4552-8d14-4be852b66754,GB25BHAH40847662505503,2024-06-20 16:29:01,9001.81,Credit,Perhaps oil mother.,Hurst and Sons
e1a6bf1b-c911-4de0-a757-b3d1697d0495,GB66UYFD13590712071774,2023-10-16 14:06:27,-4174.49,Debit,Analysis produce certainly write push.,Sanchez-Patterson
5a143e3e-3703-4e2f-a2fe-18cf14735e63,GB86JKPC12639214424808,2024-11-11 05:03:08,-3654.78,Credit,Support president community painting.,White Ltd
2094a78a-8b7a-46a1-bd07-6cc92cca1ba2,GB59UUWP35560591418685,2024-08-29 14:12:33,-1205.37,Debit,Marriage live kind.,"Campbell, Cox and Compton"
ec149664-4188-4518-b96a-453d98979521,GB97TTXW53802877431435,2023-11-15 15:15:44,6062.53,Credit,Read product prove.,Sandoval-Nash
e5ad3d4d-2e29-4c8a-a825-2276102a38c9,GB52CCGG18380273703950,2024-06-12 22:16:54,4554.91,Credit,Process record eye change rise.,"Alvarez, Murray and Campbell"
ceb27f27-fe1e-4f93-b983-bdf8324bc020,GB30SSLT78502170256687,2023-05-17 09:27:22,8857.59,Credit,Skin usually industry model most boy.,"Mckenzie, Smith and Padilla"
3a942056-c79e-4db9-8366-23681c09314b,GB84JBMV54596234010038,2023-04-15 07:36:26,5334.88,Credit,Create side town.,Contreras Inc
2cdaba86-dc59-48d8-a4ac-1eed6ef7eae9,GB16IFZK02158378646227,2024-04-23 05:10:23,2137.45,Debit,Believe miss road building business summer.,Holmes Group
115eba90-1552-46cc-89df-f33eb6b9bdec,GB41JJOB32851606929957,2023-05-15 04:29:26,-2848.77,Debit,Worker early modern security current.,Short-Arellano
0d4da106-535f-46a8-9604-d95157960b3e,GB94EITJ94295155095150,2023-05-17 15:41:32,5881.81,Debit,Cold bag mean.,"Velazquez, Ward and Davis"
7e96337b-c16b-4348-b633-839579076cf3,GB13VXON88882644867048,2024-06-02 23:23:48,5381.09,Debit,Take maybe social energy this.,"Diaz, Serrano and Cohen"
28b22ecf-aacc-4a8d-a288-b928484eba41,GB17VOBY23855633836284,2024-07-10 14:57:18,-2845.04,Credit,American instead to education method.,"Ortiz, Lee and Smith"
b15c1f98-c274-4575-b6b0-7133496c410d,GB13OENY95737671763552,2024-02-20 16:02:45,-2837.05,Credit,Build soon significant significant lawyer.,Flores Inc
aaaa36b1-4489-4098-a988-2c28f9781b1b,GB68HMRX11909034195717,2024-07-02 19:33:38,-2533.17,Debit,Ever business drive.,Larsen Inc
ddf8eff0-0466-45c5-b8e0-420407c23780,GB83MYYJ53808771729045,2024-07-18 01:30:59,5077.91,Debit,Positive real heavy middle benefit.,Bennett PLC
573b9575-82c9-43a0-9298-3a1143ab4f5f,GB53KCXH01707276916156,2023-01-16 20:56:34,-672.9,Credit,Believe drop agent third his customer.,"Hernandez, Miller and Sanchez"
d77fda98-f350-445a-8c6a-d02c9ff29004,GB59UUWP35560591418685,2024-03-14 20:57:16,-3929.32,Credit,Present moment analysis area.,"Gay, Kelley and Wright"
92fe195b-4aaf-4168-9af0-d9bc2009116c,GB49BMUW07647809698065,2024-03-14 05:22:45,8421.68,Credit,Cultural similar thus.,"Smith, Powell and Glover"
735d4e71-5601-45d8-abcd-709092ae3a24,GB43CCGL76197627339293,2023-07-27 01:37:58,-3100.8,Debit,Door themselves choose although identify.,"Smith, Trujillo and Short"
475da222-86c4-4be9-87c8-786cf19dd1e3,GB50ZBDL87734794790910,2022-12-20 04:28:41,-153.68,Debit,Moment three marriage writer.,Zimmerman-Summers
6ced3048-94f1-44cf-8ae4-011e684653f8,GB08RVRX57625915657045,2024-07-25 19:49:04,-3389.42,Debit,Home attorney parent war marriage sure.,"Davis, Carlson and Carr"
cd3e4de5-fde7-4062-908b-773bfb1b193a,GB61IRBS15201584308133,2023-12-17 23:54:16,7981.72,Credit,Family change near create action public.,Austin Inc
517c42a8-b4eb-45bd-ab44-fe59709ce95a,GB57YRPX77847177458281,2024-08-03 19:34:24,285.79,Debit,Friend minute win grow.,Lynch and Sons
f25370a2-d297-4618-9980-1c6f18713555,GB66DZHX61121805779237,2023-02-05 09:31:19,-2832.47,Credit,Walk young hard national.,Brown PLC
10dcc567-351c-4077-89cd-e48830dca12e,GB16XKQF87343375403027,2023-08-17 03:41:48,4701.09,Debit,Over arrive Congress authority.,Garcia-Kane
707d43cc-3595-424a-81f4-9db4ff72fa72,GB68KPDJ13484807729931,2023-12-08 03:22:49,9940.83,Debit,Congress level yet million recent.,Gonzalez Group
686e4696-af33-4398-8817-1e6416c49795,GB44CRPA67519742336487,2023-12-02 00:51:02,4071.31,Credit,Wear partner heart answer people order.,Davis Group
7ca69752-357f-4302-adc5-c35e4406b4b4,GB73JJZZ63145051861076,2024-09-14 11:39:58,7471.89,Debit,To million scientist wide stage.,"Rogers, Wagner and Hughes"
d86311a4-8298-45f3-a1e8-f774c5fa33b9,GB94EITJ94295155095150,2023-04-15 01:02:55,378.74,Debit,Democrat decade low main.,"Olson, Green and Shelton"
1e3c3182-b354-46e9-bce0-c775f8309b8d,GB63CDMI71921813626239,2023-09-04 01:27:17,-452.9,Credit,Out opportunity family draw.,Newton Ltd
fc3869a8-a0bd-4993-b61e-524bfe621596,GB08PWJD09056875762091,2024-09-13 08:15:58,4368.87,Credit,Good lay understand clearly other machine.,"Browning, Valencia and Brown"
48832538-470f-4ddf-b16b-d24dee3af8b0,GB65WVPU82489508326338,2022-12-31 13:52:41,4745.02,Debit,While west already agree we low.,Hall-Hill
9177b41f-aae5-46a7-b3ba-f78d2eb3d359,GB51UCHB62943129730508,2024-07-19 22:18:42,7397.06,Debit,Business only out me sure.,Taylor-Reyes
8b97ac49-2c7c-48ba-a3c7-039305ce771e,GB02CRIS95439419688592,2023-06-13 03:01:30,5327.49,Debit,Must decision partner she.,Frye-Perez
4b4a2acf-c45c-4cdf-af5d-30a0791f8dc4,GB68KPDJ13484807729931,2024-07-09 04:59:16,1484.68,Credit,Hotel ten authority.,Lane Ltd
b6f6d65b-ba34-4328-9ec1-2c5e1b8bcc40,GB78ERCG23646602991562,2023-12-09 07:21:44,9793.86,Credit,Many less win.,Farley Group
68c9c037-af33-4a85-91ab-5a4b2a495314,GB36QLVU71128943831355,2024-05-15 03:06:46,90.41,Credit,Huge music political more.,Oliver Inc
636e6417-365c-4248-9e21-8a7782a01ab0,GB62HRHM77786808221866,2023-12-28 12:53:59,1135.31,Debit,Successful community blue loss almost bar.,Burns-Hudson
70548e65-683d-410c-b548-97f38a6f9468,GB23DEWJ41738181908930,2023-08-22 04:14:47,3362.99,Credit,Live candidate production.,Quinn Ltd
b8446fbc-61d2-45ac-a910-c0df98482cf7,GB84JBMV54596234010038,2023-05-12 12:46:12,3925.01,Debit,Me follow husband both.,"Hill, Levy and Hall"
836bba51-4649-4510-b689-405bab5578ad,GB97RDVZ72646406349840,2024-03-24 10:43:54,-4168.96,Credit,Would senior off challenge read very.,Castro-Ferrell
e432cb21-4383-4f14-8f06-0b5807acd837,GB96OVYU83896600874556,2024-08-21 22:42:07,7984.82,Credit,Answer exist industry law moment.,"Taylor, Holt and Gordon"
b4f3f033-3838-4f6c-8f5b-d5b52a6e077e,GB41WFZO84032291144713,2023-08-23 20:45:47,6551.86,Credit,Energy decision skin remember behind professional.,Robles PLC
285754b9-e5c5-42fa-8e78-20a205a9f845,GB76QFSQ40252563212832,2023-12-31 04:15:47,5706.21,Debit,Before fear true throughout physical.,Wilson PLC
bc99c39d-5884-4914-89aa-dcd3e607b8da,GB52VJDW00160853627650,2024-03-08 09:47:55,-3297.08,Debit,Six magazine behavior professor to dog.,Smith-Herman
a7994690-5df4-40ea-ac01-46ea89c47a0b,GB57PGVB31352262902309,2024-08-27 21:33:13,-427.24,Debit,Walk these manager.,"Kelly, Butler and Munoz"
72a49af2-b4b6-4bda-96b6-4e1bb78d5f1c,GB33UXBC04599360276600,2024-11-06 22:36:51,4137.96,Credit,Than lawyer customer establish part win do.,Cox-Gibbs
a7ca84ac-8c84-4afc-9054-d4786791288b,GB94PRCC30521099636557,2023-05-20 08:29:50,-4832.24,Credit,Trouble former manager over.,"Allen, Lucero and Scott"
dfd3d133-fd56-4eae-acf1-92ff49734989,GB68CUUV10346690601648,2023-08-04 10:24:03,9373.17,Debit,Go while visit resource collection.,Hampton-Perez
a611f7f6-34d9-4f26-8ba5-bee179f91e52,GB20ZLND21776723883393,2023-05-13 06:25:09,-345.27,Debit,Born free couple without help.,Sandoval PLC
ed2e8099-db9b-47cd-8f7c-9df55d9469df,GB88YXMX18722055563123,2023-08-17 16:02:03,-36.07,Credit,Cause deal movie western.,Allen-Hall
6becadfb-141f-4fe2-a8ac-4b7335e82a5b,GB50ZBDL87734794790910,2023-06-28 16:50:34,8198.67,Credit,Defense care wish ahead main later.,Lewis-Miller
7d83c120-8edf-4114-8fe6-e8108d3de451,GB78ERCG23646602991562,2023-03-01 05:39:12,3389.31,Debit,Talk person town machine movie seat.,"Ballard, Shelton and Pruitt"
a019a3c1-3f51-4fd0-9d0b-247437ae12ec,GB05BTZT30310062094180,2022-11-20 15:24:46,5485.05,Credit,Happen white early listen successful.,Ramirez-Garcia
1263a744-8daa-44e6-be7e-a031fa8ffa52,GB84TUFS55355310621619,2024-08-24 18:33:28,6166.66,Credit,Meet similar bag.,Howe LLC
fcdf9973-6329-4af6-8dca-850481edc317,GB08PWJD09056875762091,2023-08-12 19:00:24,156.82,Debit,Teach sea visit dog chair air.,Morales-Martin
48dcaef3-2580-4cd9-a6ad-bcb5618c64cb,GB33UXBC04599360276600,2024-02-20 21:25:39,7693.34,Credit,Safe whatever continue.,Smith PLC
e7fa4151-0f97-4f62-b73c-a727523b7ec1,GB87RPLI55434513925614,2023-03-06 06:31:24,9876.45,Debit,Appear different investment.,Blake PLC
073f3164-e478-4b58-9e74-08e5a6a6b71f,GB84JBMV54596234010038,2024-09-01 00:38:04,-3436.22,Debit,Such magazine standard.,"Johnson, Rivera and Chambers"
eedd54df-d417-4902-b438-52dca944511f,GB49BMUW07647809698065,2022-11-28 15:30:20,8044.55,Debit,Doctor hair stuff.,Smith-Hahn
ce5f169b-f823-49ee-9aaf-da7f2fe37f42,GB79LICQ13041672431976,2023-01-19 18:47:44,-729.17,Debit,Soon particularly small level.,"Jordan, Johnson and Rivera"
42cd3d6e-5e55-4b45-8b8e-d03ea7087cb6,GB49BMUW07647809698065,2023-07-30 23:48:42,9409.64,Credit,Discuss fast total pattern Mrs politics.,Carpenter-Williams
23096399-d00f-4011-b26f-9d2353978a1a,GB63CDMI71921813626239,2024-07-30 05:38:56,-716.66,Credit,Mention I subject sound sense.,"Norman, Nguyen and Kelly"
304730f5-05f3-4723-b251-05c8d4704f23,GB04LFYO95003590866883,2023-11-09 15:31:02,161.36,Credit,Make short task which.,Harmon-Jimenez
8a5745be-1b88-4d91-b13e-66b268ffc8e0,GB26KWZG50390355037898,2023-10-02 21:38:16,-3993.72,Debit,College sit career indeed draw amount.,Nelson Inc
504239bd-5c8f-4370-902f-01c2299b540a,GB94EITJ94295155095150,2024-05-01 02:24:50,-3020.47,Debit,Design night market next against.,"Woods, White and Huang"
a6efb118-cb07-4483-9222-ed6dbb7246ba,GB84HBPH04134849597544,2023-04-29 12:47:04,3274.59,Credit,Big century civil born campaign.,Braun-Mendoza
2a4d1331-b4c8-4600-8041-f708246246e6,GB61IRBS15201584308133,2024-01-16 09:40:44,3373.55,Debit,Check benefit third service where notice.,"Hammond, Adams and Phillips"
eb131de5-c92f-4344-aa19-1ab01b31946e,GB05SUOJ49310473921744,2023-10-05 12:21:35,-2590.36,Debit,Collection full address.,Lopez-Scott
cfad80b2-30e7-4746-8c06-c1be0c95e6ee,GB78IYZY65910665642489,2024-01-14 00:17:11,8757.28,Debit,Film wife throughout.,Murray-Wyatt
e6efc2d8-fb38-4f31-ad99-2d807d92ff77,GB84JBMV54596234010038,2023-07-05 11:23:21,-1629.33,Credit,Bed American throughout.,"Wright, Washington and Collins"
01949d32-d215-46c9-8548-f26db3c50c75,GB05OZOD44658916715909,2023-05-25 05:38:54,3980.78,Credit,Represent education relationship here subject.,Taylor Ltd
ba4700a1-f503-4a70-ba2c-b60c356c726b,GB22UYZI09438401342943,2024-10-18 17:14:10,1933.7,Debit,Upon a significant short.,Galloway Ltd
4be38794-55ce-4527-bc43-2abe6be52f3f,GB94EITJ94295155095150,2023-08-06 09:46:52,-852.81,Debit,Save fast yourself act run.,Ingram-Harris
0095769a-94a0-4dce-a0fe-cea517b05edf,GB68KPDJ13484807729931,2023-03-13 15:52:10,4805.16,Debit,Public station physical.,Fisher-Clark
b58ff6b9-59cf-4b88-9cf1-8387f343180f,GB05BTZT30310062094180,2023-06-22 00:49:28,-4527.1,Debit,Professional society window resource someone group.,Ward and Sons
8605d6cf-e4b0-492a-8237-6f594727cce8,GB95MDMM86965529696006,2023-11-25 09:43:51,3362.51,Debit,Strategy a coach country head.,"Frazier, Cole and Moore"
5683f1ba-7db3-4cd9-97b9-9a1e4dc35f4d,GB22UYZI09438401342943,2023-01-20 15:15:44,1112.4,Credit,Organization I lawyer prove parent.,"Castaneda, Miller and Bush"
f2ead05a-140a-4634-be0e-e2bfb1453056,GB02JVII39734508683181,2023-06-07 03:03:06,7011.96,Credit,Order question common attention clear site.,Macias and Sons
4ebdd9e5-6976-4969-92ed-48fa1fa55536,GB96OVYU83896600874556,2023-01-09 15:29:57,-785.32,Credit,Step contain head ten street talk.,Sampson-Cruz
192c7c0c-4cd9-4cb0-8a9c-d97223dfd8d7,GB52ZEVF84403784576249,2023-11-19 15:49:23,9335.37,Credit,Protect raise describe section you.,"Ortiz, Baker and Hutchinson"
aa22fb8c-0e80-4a99-be8c-db68564911d0,GB97LNFD99189714592934,2023-06-27 09:17:36,7122.96,Credit,Save thousand operation administration reason.,Henderson-Bailey
3d72b32e-d728-4851-bb0c-3344161ca6ea,GB61YYWE61475127893646,2024-03-20 21:10:22,7510.5,Credit,Theory do lead boy bank whose.,Allison-Murphy
6190dc27-3be9-4db6-8754-f36aeb2e87ff,GB61IKSG02118077587205,2024-08-23 22:10:17,2623.22,Debit,American power drop take.,Singh and Sons
b0784bdb-0bc1-43ef-80e9-4c625366419e,GB22ZVOU40159018420920,2022-11-17 15:55:19,9911.53,Debit,Road some and crime.,"Lee, Smith and Harrington"
30e862b5-2354-43c0-976e-9f870e6bce14,GB23OJVB63196272617004,2024-04-21 05:49:59,22.24,Debit,Capital detail us Democrat.,Edwards Ltd
848fbd4a-5cdf-48d0-ad0c-3612e3b6c784,GB23DEWJ41738181908930,2024-03-03 22:15:52,2319.25,Debit,American talk choice.,Bradley and Sons
e22948cd-adec-4a09-8221-166563acdf56,GB77JSTX84591097986106,2023-03-01 04:18:23,5081.31,Credit,Trip senior partner.,"Lopez, Jordan and Dixon"
310d4d96-52c4-4ce2-a219-d15d80889901,GB08DKXG59058823172666,2024-11-04 14:19:17,-4920.75,Debit,Section green after agree.,Carpenter-Dodson
49e5e9e4-33dc-49e7-8ac0-59d7f8621187,GB70HQQA38552172460912,2023-12-13 11:56:07,5344.24,Debit,Particular receive term world.,Hernandez-Lynch
6c52ea02-9826-46cb-a69c-0c58bbf773c6,GB62VQXL77957603844104,2023-01-08 14:59:10,247.59,Credit,Car investment her six close prevent.,"Thompson, Garcia and Howe"
c7ba7c99-9ef7-4e5c-95c1-062969e936f2,GB72UPRQ07612272423518,2024-06-30 06:19:03,488.27,Credit,Learn center assume.,Kline LLC
9cdaf756-51a2-4d5f-8eac-232397f3f3bf,GB46JYGW97260738429617,2023-03-04 23:37:32,8533.14,Debit,Idea southern important.,Hall Inc
f4b5557e-ae07-40ae-ad8c-4678f7ca733d,GB88YXMX18722055563123,2023-08-11 16:23:08,1229.7,Credit,Natural old deal study pay military.,Escobar Inc
8c587773-563c-4900-bf6f-e3e030084e8f,GB14JSJC06298178057129,2024-08-16 01:59:51,8638.07,Debit,Thus must back total some.,"Campbell, Kramer and Holland"
795217b2-b11c-42c4-b8f0-de0ed9bcf849,GB84JBMV54596234010038,2024-01-12 00:48:21,-2199.03,Credit,Tell should that.,Cook-Padilla
8e0c69d4-51a1-4221-8bed-d88a0f1945e7,GB13QIVM88763508923615,2024-09-27 03:21:24,5024.77,Debit,Enter street good family meeting strong.,Johnson-Hall
3beead96-7e6c-4ba6-acb7-ee1fb08bad66,GB04YLDO46125878219744,2023-12-07 22:01:28,9935.07,Debit,Audience poor billion family long keep.,"Dean, Ramos and Bentley"
6c271b01-5761-4705-9002-dc99ef7d59e3,GB21FDTW84166755459835,2023-12-03 07:14:57,8566.44,Debit,Bad reality those.,Leblanc and Sons
9724938d-ccf3-4545-80d0-f307803a0ce0,GB71PROA18119484035314,2023-12-15 01:45:26,3044.25,Credit,Use out beautiful process chair continue.,Gonzalez Inc
a58f3038-19a1-4145-b545-5c37b5fb426b,GB54LJME79314362538527,2022-12-23 10:07:49,8593.51,Credit,Participant career entire.,Fischer and Sons
d66a646c-81b2-4518-a6ba-75cb76d47d34,GB50OCZG36351556037687,2023-02-12 04:59:06,4298.89,Credit,Analysis medical this street office rich.,Gutierrez-Stewart
5e5b836e-309c-479a-97a2-16529f594e7d,GB36QLVU71128943831355,2023-07-29 15:16:34,-2516.34,Debit,Off occur provide.,Jordan-Rodriguez
90b7502f-b42d-4a9a-907e-604cb220a3cd,GB02ZPHB74505674061115,2023-10-25 10:48:26,3832.73,Debit,Receive minute white great case use.,"Vega, Knight and Gomez"
6ebd38c4-1a53-45ef-96f6-17aec3371dad,GB41JJOB32851606929957,2023-08-06 05:33:04,3246.61,Credit,Soon question five.,"Miller, Love and Herrera"
5a69f5b6-a32b-4672-a1f3-261450ed436c,GB84HBPH04134849597544,2022-12-18 04:05:07,4652.19,Debit,Sell case church window edge.,Myers Ltd
622bf3e4-5120-40bc-8458-24d9e30ad4c4,GB86JKPC12639214424808,2024-01-13 23:09:36,5797.15,Credit,Pressure area suddenly.,Waters Group
a06db094-bcc3-4d5e-8ae4-8dc6e73488f9,GB88OCYO19344267968778,2024-06-07 11:19:18,2940.05,Debit,Half write box tell fire agreement.,"Dawson, King and Jackson"
869b7c6b-8e80-4cf0-9cf9-4644e7bea271,GB43CCGL76197627339293,2023-02-26 17:37:03,8546.77,Credit,Society remain collection feel adult.,Johns Group
41ef7611-af1c-4760-812f-2eb47e5b4ec8,GB20ZLND21776723883393,2023-01-14 06:24:01,3510.54,Credit,Teacher boy red foreign.,"Monroe, Mendez and Sanders"
8b9d06b2-05fb-4c61-a479-e41073508b03,GB84HBPH04134849597544,2023-06-27 07:27:29,-1007.63,Debit,Model require wonder.,"Ruiz, May and Baker"
3072c013-c244-4336-a608-d74e0bfff553,GB94PRCC30521099636557,2024-03-13 16:09:33,3791.38,Debit,Example resource market add.,Smith-Smith
2d914cce-d1a4-499e-8997-ce227affd124,GB79LICQ13041672431976,2023-12-13 11:19:52,2140.0,Credit,Ask ready subject north scene impact.,"Cooke, Clark and Howard"
b45af930-8f78-4de9-a1c4-088b3fe6e975,GB71BSXY31149337923296,2023-01-26 15:17:48,-2202.41,Credit,Administration beyond sit quickly Mr day.,"Cherry, Williams and Brown"
c49616cb-1c4c-416b-ba2d-4b366af5673b,GB72UPRQ07612272423518,2024-02-08 22:22:17,4951.24,Credit,Leg major beyond home bad.,Bryant and Sons
2e3f1b34-76d9-467f-8c7c-c7c19a711adc,GB52ZEVF84403784576249,2023-03-12 04:24:59,3191.65,Credit,Message although scientist.,Rose-Jackson
fdea148a-5d0d-49ff-ba14-d426324a8052,GB41JMZH19975417408658,2023-01-03 19:49:42,-322.63,Credit,Tax remain season include policy.,Blackwell Inc
f4c50369-0136-4637-b6fa-423939639ef7,GB37ZGFZ88740059483213,2023-10-09 01:49:13,6072.65,Credit,Name happy skill officer increase.,"Woods, Jefferson and Kelly"
e6407cac-f4d2-4c5b-b781-aa13df9a30ad,GB61CTWJ96994370239266,2023-06-03 04:05:47,8380.31,Credit,Recent me mention more coach Congress.,"Lewis, Martin and Frank"
ed744ab9-d2ea-4418-b7ce-990552397820,GB11OTTK40549804724524,2023-05-22 13:24:24,-4939.68,Debit,Something could hour try quite feeling.,"Powell, Hale and Hart"
26fdf129-592c-4408-8e6c-eac3c0ea86c4,GB78ERCG23646602991562,2023-03-21 10:02:14,2601.18,Credit,Career police institution central.,"Mora, Mitchell and Miller"
9ed7a6a3-1489-4168-83d0-c806f9f5b5b0,GB32LYVI72465203927431,2023-10-11 09:59:07,-1904.13,Credit,Religious bed would early.,Carter PLC
c666b330-ae0c-427f-a774-ab00b2217cbb,GB22UYZI09438401342943,2024-02-23 23:47:54,-4309.58,Credit,Network tough raise.,Sullivan and Sons
b05ad854-d051-47e2-a70b-b95de6d9439f,GB91ZONY31255756489270,2024-07-17 10:59:52,-2754.44,Debit,Herself economic lose.,"Moore, Wells and Kramer"
c2272be4-ac9a-4a5f-ad81-45615cfe7936,GB71JFQU35061084552346,2023-07-31 22:27:32,-520.29,Credit,Have conference pass.,Fuller-English
f436e826-69e4-46ab-a6a5-b8f8817e4fd6,GB68HMRX11909034195717,2023-06-21 18:27:33,220.39,Debit,List they single often.,Gordon and Sons
f30fd873-bc82-497c-a6fc-a8821dee20f1,GB05MFCU92528811944275,2024-08-06 09:27:34,-3066.45,Debit,Camera five oil step trouble American.,Barker Ltd
3cf72100-c830-4b04-bfd1-13f9bb0076fd,GB52EBWT93875915543048,2024-08-27 14:09:21,7512.16,Debit,Some help its thus.,Ferguson-Salas
11caed1e-ca0c-4d7c-a0e9-9f3d6724d7b0,GB07DYPX94580931081883,2023-03-09 14:50:09,6040.79,Credit,Position weight add cover show contain.,"Johnson, Ruiz and Williams"
a84f2ddc-8d9c-4924-ba82-69172d84ef63,GB22USHG37266782937932,2024-05-25 22:54:41,6967.21,Credit,Bag song much.,Carter PLC
82e53dfd-6454-4a23-b0c2-0339c05490b8,GB16EKRE61599979159436,2023-07-16 03:48:40,-3406.94,Credit,Never much break business.,Dunlap Inc
5049cddd-0c5a-4034-9167-fde8bd58a239,GB08RVRX57625915657045,2024-02-12 06:50:17,8815.64,Debit,These into anything begin offer teach.,Reyes-Miller
f84553f9-a0a8-4bc8-aaea-fa8d0d1edd5f,GB14JSJC06298178057129,2023-01-01 08:08:20,1034.86,Credit,Benefit market treat accept.,"Johnson, Hill and Wagner"
77aada63-81c6-48f0-9398-995ba4791d1e,GB98FWWG25181214373393,2024-01-08 04:38:53,8279.77,Credit,Name leader worry back.,Nolan PLC
77bab889-e9d4-486f-a5d3-2065cba62c51,GB04UOBX53854082703003,2022-12-26 16:50:05,-1291.07,Credit,Call college room performance his.,"Fritz, Evans and Preston"
016badb8-a56c-439a-8cad-d186cb01b6f5,GB13OENY95737671763552,2024-09-21 13:50:32,-2416.76,Debit,Four find station through.,Hamilton-Fisher
